,Brand,Retail Price,Shoe Size,Days_after_release,ROI
243,1,160,12.0,3,431.25
244,1,160,10.0,3,650.0
245,1,250,10.5,3,340.0
246,1,250,9.5,3,380.0
247,1,130,12.0,3,396.1538461538462
248,1,130,8.5,3,361.5384615384616
249,0,220,12.0,354,417.7272727272728
250,0,220,10.0,294,240.9090909090909
251,0,220,10.0,294,191.36363636363637
252,0,220,9.5,214,268.1818181818182
253,0,220,10.5,270,223.63636363636363
254,0,220,6.0,270,272.7272727272727
255,0,220,11.0,137,109.09090909090908
256,0,220,8.5,137,108.63636363636364
257,0,220,12.0,137,140.45454545454547
258,0,220,8.5,137,113.63636363636364
259,0,220,10.0,137,109.09090909090908
260,0,220,9.5,200,175.45454545454547
261,0,220,9.5,200,183.63636363636363
262,0,220,6.0,200,214.09090909090912
263,0,220,8.5,200,181.3636363636364
264,0,220,12.5,200,256.8181818181818
265,0,220,7.0,200,172.27272727272725
266,0,220,10.5,200,184.0909090909091
267,0,220,10.0,200,181.8181818181818
268,1,190,10.0,4,1005.2631578947368
269,1,190,10.5,4,900.0
270,1,190,10.5,4,952.6315789473687
271,1,160,9.0,4,456.25
272,1,160,8.0,4,556.25
273,1,160,8.0,4,643.75
274,1,250,9.0,4,296.0
275,1,250,10.0,4,328.0
276,1,130,12.0,4,438.46153846153845
277,1,130,9.5,4,415.3846153846154
278,0,200,9.5,573,392.5
279,0,200,14.0,810,1050.0
280,0,220,8.5,355,313.6363636363636
281,0,220,11.0,295,209.0909090909091
282,0,220,10.0,295,355.4545454545455
283,0,220,9.5,215,268.1818181818182
284,0,220,6.0,215,353.6363636363636
285,0,220,5.0,271,271.3636363636364
286,0,220,9.0,271,218.18181818181816
287,0,220,11.0,138,113.1818181818182
288,0,220,10.5,138,95.9090909090909
289,0,220,10.5,138,109.09090909090908
290,0,220,9.5,201,184.54545454545453
291,0,220,13.0,201,188.63636363636363
292,0,220,14.0,201,159.0909090909091
293,0,220,7.0,201,172.27272727272725
294,0,220,10.0,201,176.36363636363637
295,0,220,8.0,201,159.0909090909091
296,0,220,8.0,201,158.63636363636363
297,0,220,11.0,201,184.0909090909091
298,1,190,10.0,5,794.7368421052632
299,1,190,9.5,5,1010.5263157894735
300,1,190,11.0,5,978.9473684210526
301,1,160,10.5,5,443.75
302,1,160,10.0,5,656.25
303,1,250,10.5,5,299.6
304,1,130,8.0,5,376.92307692307685
305,1,130,10.0,5,380.76923076923083
306,1,130,8.5,5,410.76923076923066
307,0,200,12.0,811,844.9999999999999
308,0,220,7.0,356,259.09090909090907
309,0,220,7.0,356,263.6363636363636
310,0,220,5.0,216,343.1818181818182
311,0,220,12.0,216,297.7272727272727
312,0,220,6.0,272,290.90909090909093
313,0,220,10.0,139,113.63636363636364
314,0,220,9.5,139,115.90909090909092
315,0,220,9.5,139,115.45454545454544
316,0,220,9.0,202,157.72727272727275
317,0,220,13.0,202,208.63636363636363
318,0,220,9.5,202,174.0909090909091
319,0,220,12.0,202,181.8181818181818
320,0,220,6.5,202,188.63636363636363
321,0,220,10.5,202,184.0909090909091
322,0,220,5.0,202,218.63636363636363
323,0,220,8.5,202,180.9090909090909
324,1,190,9.5,6,1005.2631578947368
325,1,190,11.0,6,855.2631578947368
326,1,190,9.5,6,1005.2631578947368
327,1,190,13.0,6,952.1052631578948
328,1,160,12.0,6,412.5
329,1,160,9.0,6,681.25
330,1,160,12.0,6,593.75
331,1,250,11.5,6,300.0
332,1,130,10.0,6,419.23076923076917
333,0,220,10.5,357,341.3636363636364
334,0,220,9.5,217,260.90909090909093
335,0,220,8.5,217,240.0
336,0,220,10.5,140,111.36363636363636
337,0,220,11.0,140,98.1818181818182
338,0,220,9.5,140,115.90909090909092
339,0,220,10.0,140,116.36363636363636
340,0,220,9.0,140,115.45454545454544
341,0,220,11.0,140,106.36363636363636
342,0,220,6.0,140,188.63636363636363
343,0,220,9.0,203,170.0
344,0,220,8.0,203,150.0
345,0,220,5.0,203,226.8181818181818
346,0,220,11.0,203,188.1818181818182
347,1,190,9.0,7,900.0
348,1,190,13.0,7,873.6842105263157
349,1,160,9.0,7,462.5
350,1,160,9.0,7,587.5
351,1,160,9.0,7,681.25
352,1,250,12.0,7,300.0
353,1,250,10.5,7,320.0
354,0,220,9.5,358,340.90909090909093
355,0,220,11.5,358,420.45454545454544
356,0,220,10.0,298,218.18181818181816
357,0,220,9.5,298,355.0
358,0,220,11.0,298,353.6363636363636
359,0,220,11.0,218,261.3636363636364
360,0,220,7.0,141,122.72727272727272
361,0,220,8.5,141,113.63636363636364
362,0,220,10.0,141,113.63636363636364
363,0,220,11.0,141,113.63636363636364
364,0,220,9.5,204,177.27272727272728
365,0,220,9.0,204,161.36363636363637
366,0,220,9.0,204,170.0
367,0,220,10.5,204,184.0909090909091
368,1,190,10.0,8,905.2631578947368
369,1,160,11.0,8,650.0
370,1,160,11.0,8,650.0
371,1,160,9.0,8,696.875
372,1,250,8.0,8,332.0
373,1,250,9.5,8,302.8
374,1,130,9.0,8,453.8461538461538
375,0,220,6.0,359,320.45454545454544
376,0,220,9.5,299,209.54545454545453
377,0,220,9.5,299,354.54545454545456
378,0,220,12.0,219,264.54545454545456
379,0,220,9.0,275,207.27272727272728
380,0,220,9.5,142,110.45454545454544
381,0,220,9.0,142,109.09090909090908
382,0,220,10.5,142,109.09090909090908
383,0,220,8.5,142,112.72727272727272
384,0,220,4.0,142,134.0909090909091
385,0,220,9.5,142,113.63636363636364
386,0,220,7.0,205,183.63636363636363
387,0,220,10.0,205,175.0
388,0,220,11.0,205,173.63636363636363
389,0,220,9.0,205,172.27272727272725
390,0,220,13.0,205,185.0
391,0,220,11.0,205,195.45454545454547
392,0,220,9.5,205,172.72727272727272
393,0,220,11.5,205,186.36363636363637
394,1,190,9.5,9,847.3684210526313
395,1,190,13.0,9,807.8947368421052
396,1,160,7.0,9,462.5
397,1,160,9.0,9,681.25
398,1,160,12.0,9,565.625
399,1,250,8.5,9,336.0
400,1,250,10.0,9,282.0
401,1,130,10.5,9,430.76923076923083
402,0,220,8.0,360,295.9090909090909
403,0,220,9.0,300,349.09090909090907
404,0,220,8.5,220,245.9090909090909
405,0,220,12.0,276,264.09090909090907
406,0,220,11.5,143,123.1818181818182
407,0,220,10.0,143,111.36363636363636
408,0,220,12.0,143,136.36363636363637
409,0,220,8.5,143,108.63636363636364
410,0,220,14.0,143,145.45454545454547
411,0,220,9.0,143,105.0
412,0,220,7.5,206,161.36363636363637
413,0,220,9.5,206,177.72727272727275
414,0,220,10.5,206,177.27272727272728
415,0,220,11.0,206,187.72727272727272
416,0,220,11.0,206,190.9090909090909
417,1,190,9.5,10,832.6315789473683
418,1,190,8.0,10,952.6315789473687
419,1,160,9.0,10,492.5
420,1,160,7.0,10,743.75
421,1,160,12.0,10,562.5
422,1,250,12.0,10,271.6
423,1,250,10.0,10,254.0
424,1,130,10.0,10,450.0
425,1,130,10.5,10,430.76923076923083
426,0,200,13.0,760,475.0
427,0,220,7.5,361,245.45454545454547
428,0,220,8.0,301,190.9090909090909
429,0,220,11.0,221,263.1818181818182
430,0,220,8.0,277,201.8181818181818
431,0,220,9.0,144,109.09090909090908
432,0,220,11.0,144,110.9090909090909
433,0,220,12.0,144,131.8181818181818
434,0,220,9.0,144,109.54545454545456
435,0,220,6.0,144,183.63636363636363
436,0,220,8.0,207,154.54545454545453
437,0,220,10.5,207,184.0909090909091
438,0,220,8.0,207,156.8181818181818
439,0,220,10.0,207,185.9090909090909
440,0,220,14.0,207,168.1818181818182
441,0,220,9.0,207,168.1818181818182
442,0,220,13.0,207,185.0
443,0,220,13.0,207,212.72727272727275
444,0,220,9.5,207,181.8181818181818
445,0,220,9.0,207,159.0909090909091
446,1,190,10.5,11,926.3157894736844
447,1,190,13.0,11,831.578947368421
448,1,160,12.0,11,375.0
449,1,160,10.0,11,412.5
450,1,160,13.0,11,646.875
451,1,250,11.0,11,276.0
452,1,250,11.0,11,288.0
453,1,250,9.5,11,440.00000000000006
454,1,250,12.0,11,320.0
455,1,130,11.0,11,407.6923076923077
456,1,130,13.0,11,457.6923076923077
457,0,200,11.0,817,837.5
458,0,220,10.5,362,356.8181818181818
459,0,220,11.5,302,252.27272727272728
460,0,220,10.5,302,181.8181818181818
461,0,220,10.5,302,358.6363636363636
462,0,220,13.0,222,255.45454545454547
463,0,220,8.5,222,243.18181818181816
464,0,220,11.0,278,258.1818181818182
465,0,220,10.5,145,113.63636363636364
466,0,220,8.5,145,106.8181818181818
467,0,220,11.0,145,106.8181818181818
468,0,220,6.0,145,184.0909090909091
469,0,220,10.0,145,111.8181818181818
470,0,220,5.0,145,175.0
471,0,220,10.5,208,170.45454545454547
472,0,220,7.5,208,161.36363636363637
473,0,220,7.0,208,159.0909090909091
474,0,220,10.0,208,193.63636363636363
475,0,220,10.5,208,168.1818181818182
476,0,220,9.0,208,168.1818181818182
477,1,190,12.0,12,873.6842105263157
478,1,190,11.0,12,900.0
479,1,190,9.5,12,926.3157894736844
480,1,160,9.0,12,400.0
481,1,160,9.0,12,690.625
482,1,160,7.0,12,743.75
483,1,250,11.0,12,320.0
484,1,130,7.5,12,346.1538461538462
485,0,220,13.0,303,247.72727272727272
486,0,220,10.5,303,180.0
487,0,220,7.0,303,375.0
488,0,220,10.0,223,250.45454545454544
489,0,220,13.0,279,252.27272727272728
490,0,220,6.0,146,190.45454545454547
491,0,220,8.0,146,100.0
492,0,220,11.0,146,108.63636363636364
493,0,220,7.0,146,140.9090909090909
494,0,220,11.0,146,100.0
495,0,220,10.5,209,177.72727272727275
496,0,220,12.0,209,204.54545454545453
497,0,220,9.5,209,181.8181818181818
498,0,220,9.5,209,177.72727272727275
499,0,220,9.0,209,168.1818181818182
500,0,220,10.5,209,185.45454545454544
501,1,190,7.5,13,847.3684210526313
502,1,160,8.0,13,318.75
503,1,160,9.0,13,406.25
504,1,160,8.0,13,590.625
505,1,160,11.0,13,462.5
506,1,160,11.0,13,592.5
507,1,130,13.0,13,450.0
508,0,220,11.0,364,381.8181818181818
509,0,220,11.0,224,272.7272727272727
510,0,220,10.0,280,252.27272727272728
511,0,220,10.0,147,110.9090909090909
512,0,220,10.0,147,104.54545454545456
513,0,220,11.0,147,113.1818181818182
514,0,220,10.5,210,186.36363636363637
515,0,220,9.0,210,161.36363636363637
516,0,220,9.0,210,161.36363636363637
517,0,220,6.0,210,227.27272727272728
518,0,220,11.0,210,195.45454545454547
519,0,220,10.0,210,188.63636363636363
520,1,190,10.5,14,894.7368421052632
521,1,190,11.0,14,892.6315789473683
522,1,160,11.0,14,400.0
523,1,160,12.0,14,387.5
524,1,160,11.0,14,618.75
525,1,160,12.0,14,618.125
526,0,220,11.5,365,425.0
527,0,220,10.0,305,229.54545454545453
528,0,220,7.5,225,256.3636363636364
529,0,220,4.0,225,327.72727272727275
530,0,220,13.0,281,272.7272727272727
531,0,220,9.0,281,218.18181818181816
532,0,220,9.5,148,110.0
533,0,220,10.0,148,114.54545454545456
534,0,220,13.0,148,143.1818181818182
535,0,220,6.0,148,194.54545454545456
536,0,220,10.5,148,115.90909090909092
537,0,220,4.0,211,186.36363636363637
538,0,220,6.5,211,186.36363636363637
539,0,220,11.0,211,185.9090909090909
540,0,220,9.0,211,168.1818181818182
541,0,220,12.5,211,229.54545454545453
542,1,190,11.0,15,840.0
543,1,250,10.0,15,278.0
544,1,130,9.5,15,419.23076923076917
545,0,200,12.0,636,549.5
546,0,200,6.0,584,627.5
547,0,200,10.0,821,897.5
548,0,220,6.5,366,309.09090909090907
549,0,220,4.0,366,239.54545454545456
550,0,220,11.5,306,354.54545454545456
551,0,220,7.5,226,256.8181818181818
552,0,220,9.5,226,257.7272727272727
553,0,220,8.0,149,102.27272727272728
554,0,220,11.0,149,106.8181818181818
555,0,220,12.0,149,134.0909090909091
556,0,220,10.0,149,109.09090909090908
557,0,220,12.5,212,268.1818181818182
558,0,220,7.5,212,167.72727272727272
559,0,220,14.0,212,165.9090909090909
560,0,220,7.0,212,172.72727272727272
561,0,220,8.5,212,168.1818181818182
562,0,220,12.5,212,231.81818181818184
563,0,220,12.5,212,279.09090909090907
564,0,220,11.0,212,197.72727272727272
565,1,190,12.0,16,942.1052631578948
566,1,160,10.0,16,393.75
567,1,160,9.0,16,681.25
568,1,130,10.5,16,437.6923076923077
569,0,200,9.5,682,528.5
570,0,220,9.5,367,349.54545454545456
571,0,220,13.0,307,275.0
572,0,220,11.5,227,274.09090909090907
573,0,220,10.5,227,252.27272727272728
574,0,220,10.5,283,220.00000000000003
575,0,220,4.0,283,261.8181818181818
576,0,220,5.0,150,177.27272727272728
577,0,220,11.0,150,122.72727272727272
578,0,220,10.5,150,117.27272727272728
579,0,220,10.0,150,117.72727272727272
580,0,220,9.0,150,104.54545454545456
581,0,220,8.0,213,146.36363636363637
582,0,220,10.0,213,175.0
583,0,220,9.5,213,188.63636363636363
584,0,220,7.0,213,164.0909090909091
585,0,220,8.5,213,167.72727272727272
586,0,220,9.5,213,178.63636363636363
587,0,220,13.5,213,224.54545454545456
588,1,190,10.5,17,847.8947368421052
589,1,160,10.0,17,385.625
590,1,160,11.0,17,586.875
591,1,250,7.0,17,360.0
592,1,250,11.0,17,284.0
593,1,250,10.0,17,300.0
594,1,130,12.0,17,469.23076923076917
595,0,220,7.5,368,302.2727272727273
596,0,220,9.5,308,354.54545454545456
597,0,220,7.0,228,309.09090909090907
598,0,220,10.0,228,272.27272727272725
599,0,220,6.0,284,302.2727272727273
600,0,220,11.0,151,122.72727272727272
601,0,220,5.0,151,177.27272727272728
602,0,220,9.5,151,113.63636363636364
603,0,220,8.5,151,122.27272727272728
604,0,220,10.0,151,109.09090909090908
605,0,220,10.0,151,109.09090909090908
606,0,220,11.5,214,208.1818181818182
607,0,220,16.0,214,236.3636363636364
608,0,220,10.0,214,190.45454545454547
609,0,220,14.0,214,172.72727272727272
610,0,220,9.5,214,186.36363636363637
611,0,220,7.5,214,169.54545454545456
612,0,220,13.0,214,206.81818181818184
613,1,190,11.0,18,821.0526315789474
614,1,190,10.5,18,794.7368421052632
615,1,160,8.0,18,443.75
616,1,160,11.0,18,390.625
617,1,160,11.0,18,625.0
618,1,160,9.0,18,681.25
619,1,250,8.5,18,339.2
620,1,130,9.0,18,437.6923076923077
621,1,130,7.5,18,358.46153846153845
622,0,220,9.5,309,218.18181818181816
623,0,220,10.5,229,243.18181818181816
624,0,220,9.5,229,254.54545454545453
625,0,220,7.5,285,263.6363636363636
626,0,220,14.0,152,93.18181818181816
627,0,220,6.0,152,204.0909090909091
628,0,220,10.0,152,118.1818181818182
629,0,220,10.5,215,179.54545454545453
630,0,220,11.0,215,199.0909090909091
631,0,220,8.0,215,154.54545454545453
632,0,220,16.0,215,263.6363636363636
633,1,190,11.0,19,892.1052631578948
634,1,160,9.5,19,337.5
635,1,160,12.0,19,681.25
636,1,160,9.0,19,650.0
637,0,220,11.0,310,210.0
638,0,220,10.5,310,375.0
639,0,220,13.0,230,315.90909090909093
640,0,220,11.0,286,263.6363636363636
641,0,220,10.0,153,110.0
642,0,220,10.5,153,107.72727272727272
643,0,220,11.5,153,135.9090909090909
644,0,220,10.5,153,108.18181818181816
645,0,220,10.5,153,115.90909090909092
646,0,220,8.5,216,163.63636363636363
647,0,220,10.0,216,190.9090909090909
648,0,220,5.0,216,232.72727272727272
649,0,220,10.5,216,181.8181818181818
650,0,220,12.5,216,264.09090909090907
651,0,220,12.0,216,195.45454545454547
652,0,220,10.5,216,177.72727272727275
653,0,220,9.0,216,172.72727272727272
654,1,190,10.0,20,907.3684210526317
655,1,190,11.0,20,826.3157894736843
656,1,160,10.5,20,368.75
657,1,160,8.5,20,409.375
658,1,160,7.0,20,668.75
659,1,160,10.0,20,774.375
660,1,250,7.5,20,286.0
661,1,250,8.5,20,290.4
662,1,130,11.5,20,542.3076923076924
663,0,220,12.0,231,330.0
664,0,220,9.5,231,257.7272727272727
665,0,220,9.0,287,261.3636363636364
666,0,220,6.5,154,195.45454545454547
667,0,220,11.5,154,129.54545454545453
668,0,220,11.0,154,118.1818181818182
669,0,220,10.0,154,107.72727272727272
670,0,220,9.5,217,190.9090909090909
671,0,220,9.0,217,172.72727272727272
672,0,220,11.0,217,204.54545454545453
673,0,220,9.0,217,161.36363636363637
674,1,190,11.0,21,888.9473684210527
675,1,160,7.5,21,400.0
676,1,250,10.5,21,320.0
677,1,130,9.5,21,534.6153846153845
678,0,220,11.0,372,422.7272727272728
679,0,220,12.0,312,365.9090909090909
680,0,220,9.5,232,265.90909090909093
681,0,220,11.5,288,277.2727272727273
682,0,220,11.5,155,127.27272727272728
683,0,220,9.5,155,112.27272727272728
684,0,220,10.0,155,113.1818181818182
685,0,220,5.0,155,170.45454545454547
686,0,220,9.5,155,110.9090909090909
687,0,220,8.5,218,175.0
688,0,220,12.0,218,191.8181818181818
689,0,220,12.0,218,201.3636363636364
690,1,190,7.0,22,939.4736842105265
691,1,160,13.0,22,634.375
692,1,130,10.5,22,461.53846153846155
693,0,220,12.0,373,413.6363636363637
694,0,220,11.5,313,379.54545454545456
695,0,220,12.0,233,278.6363636363636
696,0,220,10.5,233,259.09090909090907
697,0,220,5.0,233,365.9090909090909
698,0,220,6.0,289,270.45454545454544
699,0,220,10.0,289,250.45454545454544
700,0,220,8.0,156,104.54545454545456
701,0,220,11.0,156,113.63636363636364
702,0,220,7.0,156,159.0909090909091
703,0,220,10.0,156,109.54545454545456
704,0,220,8.5,156,113.63636363636364
705,0,220,12.0,219,202.27272727272728
706,0,220,10.5,219,194.54545454545456
707,0,220,10.0,219,195.45454545454547
708,0,220,9.5,219,190.45454545454547
709,0,220,13.0,219,200.0
710,0,220,4.0,219,161.36363636363637
711,0,220,10.5,219,195.0
712,1,190,12.0,23,952.6315789473687
713,1,190,8.0,23,955.2631578947368
714,1,160,13.0,23,412.5
715,1,160,10.0,23,712.5
716,0,220,11.5,374,425.0
717,0,220,10.5,374,343.6363636363636
718,0,220,4.0,314,177.27272727272728
719,0,220,10.0,234,248.1818181818182
720,0,220,11.5,234,297.27272727272725
721,0,220,7.0,234,277.2727272727273
722,0,220,11.5,234,259.09090909090907
723,0,220,11.0,290,253.1818181818182
724,0,220,12.0,157,126.8181818181818
725,0,220,9.0,157,111.36363636363636
726,0,220,4.0,157,160.0
727,0,220,16.0,157,218.18181818181816
